Annotation Cluster 1	Enrichment Score: 10.096337286188458
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0009056~catabolic process	32	55.172413793103445	1.9403717281766515E-11	YDL147W, YBL084C, YNL172W, YLR127C, YCR077C, YDL097C, YLR421C, YER146W, YHR027C, YIL075C, YFR004W, YHR166C, YDR118W, YKL022C, YGL240W, YOR249C, YER021W, YDL008W, YER112W, YBL026W, YNL147W, YLR438C-A, YKL145W, YOR261C, YLR102C, YHR200W, YDR394W, YGL048C, YOL149W, YDR378C, YJL124C, YFR036W	58	790	4970	3.4709733740724578	6.655469397820468E-9	2.559795708734214E-10	2.6458313318045157E-8
GOTERM_BP_ALL	GO:0006508~proteolysis	23	39.6551724137931	3.002815188032738E-11	YDL147W, YGL240W, YBL084C, YNL172W, YOR249C, YER021W, YDL008W, YLR127C, YDL097C, YLR421C, YKL145W, YHR027C, YLR102C, YOR261C, YHR200W, YIL075C, YDR394W, YFR004W, YGL048C, YHR166C, YDR118W, YFR036W, YKL022C	58	373	4970	5.283812517333827	1.0299673336433557E-8	3.6784542079004723E-10	4.0945580259688086E-8
GOTERM_CC_ALL	GO:0008540~proteasome regulatory particle, base subcomplex	6	10.344827586206897	2.1861741394140065E-8	YKL145W, YHR027C, YHR200W, YDR394W, YIL075C, YGL048C	58	10	5615	58.08620689655172	2.076863300670695E-6	8.307461485390633E-8	2.4030528511520544E-5
GOTERM_CC_ALL	GO:0044445~cytosolic part	12	20.689655172413794	2.359308787131367E-6	YDL147W, YLR421C, YER021W, YKL145W, YHR027C, YHR200W, YOR261C, YIL075C, YGL048C, YFR004W, YCR077C, YDL097C	58	190	5615	6.114337568058076	2.2410948289453003E-4	7.728749415014669E-6	0.002593332978750862
GOTERM_CC_ALL	GO:0005829~cytosol	13	22.413793103448278	8.736479946584164E-4	YDL147W, YER021W, YCR077C, YDL097C, YLR421C, YKL145W, YHR200W, YOR261C, YHR027C, YIL075C, YDR394W, YFR004W, YGL048C	58	422	5615	2.982309200849812	0.0796790724842108	0.002439162617638324	0.9561374635238873
GOTERM_MF_ALL	GO:0004175~endopeptidase activity	7	12.068965517241379	0.002257982738486938	YKL145W, YHR027C, YOR261C, YDR394W, YIL075C, YGL048C, YFR004W	58	119	4955	5.025354969574036	0.1822410667697415	0.01812354671417582	2.4240172686319506
GOTERM_MF_ALL	GO:0008233~peptidase activity	8	13.793103448275861	0.004492067366474658	YER021W, YKL145W, YHR027C, YOR261C, YDR394W, YIL075C, YGL048C, YFR004W	58	182	4955	3.7552103069344445	0.3301454264720608	0.030352489698056595	4.769755891914384
GOTERM_MF_ALL	GO:0070011~peptidase activity, acting on L-amino acid peptides	7	12.068965517241379	0.01342516169015689	YKL145W, YHR027C, YOR261C, YDR394W, YIL075C, YGL048C, YFR004W	58	172	4955	3.4768444266238974	0.6996877045701898	0.07242652801808203	13.646538531708785
GOTERM_MF_ALL	GO:0016787~hydrolase activity	11	18.96551724137931	0.7247828911386848	YER021W, YKL145W, YHR027C, YOR261C, YER133W, YDR394W, YIL075C, YGL048C, YFR004W, YOL149W, YLR277C	58	987	4955	0.9521189253397617	1.0	0.9967896258044898	99.99991729972149
GOTERM_CC_ALL	GO:0044444~cytoplasmic part	24	41.37931034482759	0.8745562815592424	YDL147W, YGL240W, YMR061W, YER021W, YDR301W, YER112W, YCR077C, YDL097C, YBL026W, YLR421C, YNL147W, YKL145W, YHR027C, YOR261C, YHR200W, YBR081C, YER133W, YDR394W, YIL075C, YFR004W, YGL048C, YDR378C, YOL149W, YJL124C	58	2640	5615	0.8800940438871473	1.0	0.9936333051720739	99.99999998769428

Annotation Cluster 2	Enrichment Score: 9.300062096808764
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0005847~mRNA cleavage and polyadenylation specificity factor complex	13	22.413793103448278	6.150383437729343E-22	YLR115W, YMR061W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YAL043C, YKL059C, YKR002W, YDR195W, YER133W, YLR277C	58	16	5615	78.6584051724138	5.842864265842875E-20	1.9476214219476253E-20	6.760531005588188E-19
GOTERM_CC_ALL	GO:0005849~mRNA cleavage factor complex	13	22.413793103448278	4.121694443986278E-20	YLR115W, YMR061W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YAL043C, YKL059C, YKR002W, YDR195W, YER133W, YLR277C	58	20	5615	62.92672413793104	3.915609721786964E-18	9.78902430446741E-19	4.530586322991467E-17
GOTERM_CC_ALL	GO:0044428~nuclear part	44	75.86206896551724	1.7810271482694042E-19	YBL084C, YOL148C, YNL172W, YMR061W, YPR107C, YJR093C, YLR127C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YKR002W, YGR252W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YHR166C, YDR118W, YKL022C, YGL240W, YLR115W, YOR249C, YDR301W, YDL008W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YLR102C, YER133W, YGL066W, YDR378C, YJL124C, YFR036W, YCL010C, YLR277C	58	1124	5615	3.789728801079887	1.691975790855934E-17	3.3839515817118678E-18	1.9577135929129833E-16
GOTERM_CC_ALL	GO:0031981~nuclear lumen	33	56.896551724137936	1.4753880530012908E-18	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YDR378C, YJL124C, YCL010C, YLR277C	58	545	5615	5.861910787725404	1.4016186503512263E-16	2.3360310839187105E-17	1.621753631879586E-15
GOTERM_BP_ALL	GO:0006378~mRNA polyadenylation	12	20.689655172413794	1.1430881765872939E-17	YLR115W, YPR107C, YKL059C, YMR061W, YKR002W, YJR093C, YDR301W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	19	4970	54.11978221415608	3.920792445694418E-15	7.841584891388836E-16	1.5586815048222634E-14
GOTERM_CC_ALL	GO:0044451~nucleoplasm part	25	43.103448275862064	2.229687339654245E-17	YOL148C, YPR107C, YMR061W, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YHR099W, YDR392W, YDR195W, YER133W, YGL066W, YLR277C, YCL010C	58	275	5615	8.800940438871473	2.1182029726715325E-15	3.026004246673618E-16	2.4508830295083324E-14
GOTERM_BP_ALL	GO:0006397~mRNA processing	23	39.6551724137931	9.403894108971547E-17	YOL148C, YLR115W, YPR107C, YMR061W, YDR301W, YJR093C, YNL317W, YGR156W, YER112W, YAL043C, YKL059C, YBL026W, YNL147W, YLR438C-A, YKR002W, YJR022W, YDR195W, YER146W, YER133W, YDR378C, YOL149W, YJL124C, YLR277C	58	204	4970	9.661088573360379	3.808064974464287E-14	5.440092820663267E-15	1.5543122344752192E-13
GOTERM_CC_ALL	GO:0005654~nucleoplasm	25	43.103448275862064	3.584593094454849E-16	YOL148C, YPR107C, YMR061W, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YHR099W, YDR392W, YDR195W, YER133W, YGL066W, YLR277C, YCL010C	58	310	5615	7.807285873192435	3.164135620181696E-14	2.4424906541753444E-15	3.6637359812630166E-13
GOTERM_BP_ALL	GO:0043631~RNA polyadenylation	12	20.689655172413794	6.373927586510406E-16	YLR115W, YPR107C, YKL059C, YMR061W, YKR002W, YJR093C, YDR301W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	25	4970	41.13103448275862	2.284838984678572E-13	2.853273173286652E-14	9.103828801926284E-13
GOTERM_BP_ALL	GO:0016071~mRNA metabolic process	24	41.37931034482759	3.2056929711236887E-15	YOL148C, YLR115W, YPR107C, YMR061W, YDR301W, YJR093C, YNL317W, YGR156W, YER112W, YCR077C, YAL043C, YKL059C, YBL026W, YNL147W, YLR438C-A, YKR002W, YJR022W, YDR195W, YER146W, YER133W, YDR378C, YOL149W, YJL124C, YLR277C	58	270	4970	7.616858237547892	1.1043388425946432E-12	1.0036416142611415E-13	4.385380947269368E-12
GOTERM_BP_ALL	GO:0031124~mRNA 3'-end processing	13	22.413793103448278	6.648593871456521E-15	YLR115W, YMR061W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YAL043C, YKL059C, YKR002W, YDR195W, YER133W, YLR277C	58	40	4970	27.84913793103448	2.284838984678572E-12	1.63202784619898E-13	9.08162434143378E-12
GOTERM_BP_ALL	GO:0006379~mRNA cleavage	11	18.96551724137931	4.9387351362648214E-14	YLR115W, YPR107C, YKL059C, YMR061W, YJR093C, YDR301W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	25	4970	37.703448275862065	1.6945889136366077E-11	9.96869253810928E-13	6.73683331342545E-11
GOTERM_CC_ALL	GO:0043233~organelle lumen	33	56.896551724137936	7.233985761893985E-14	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YDR378C, YJL124C, YCL010C, YLR277C	58	783	5615	4.0801294754921384	6.87672141452822E-12	4.584110868677271E-13	7.956968417488497E-11
GOTERM_CC_ALL	GO:0070013~intracellular organelle lumen	33	56.896551724137936	7.233985761893985E-14	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YDR378C, YJL124C, YCL010C, YLR277C	58	783	5615	4.0801294754921384	6.87672141452822E-12	4.584110868677271E-13	7.956968417488497E-11
GOTERM_BP_ALL	GO:0006353~transcription termination	11	18.96551724137931	1.252519543710659E-13	YLR115W, YPR107C, YKL059C, YJR093C, YDR301W, YDR195W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	27	4970	34.91060025542784	4.2954972911957157E-11	2.386424391431774E-12	1.7076340341759533E-10
GOTERM_CC_ALL	GO:0031974~membrane-enclosed lumen	33	56.896551724137936	3.4583530436898027E-13	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YDR378C, YJL124C, YCL010C, YLR277C	58	827	5615	3.8630488262519282	3.2854274856219945E-11	1.93256521896501E-12	3.801403636316536E-10
GOTERM_BP_ALL	GO:0031123~RNA 3'-end processing	13	22.413793103448278	1.9645333776115376E-11	YLR115W, YMR061W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YAL043C, YKL059C, YKR002W, YDR195W, YER133W, YLR277C	58	74	4970	15.05358807082945	6.738332891664811E-9	2.4956792188390864E-10	2.6787738693911933E-8
GOTERM_BP_ALL	GO:0043624~cellular protein complex disassembly	11	18.96551724137931	7.063166596651813E-10	YLR115W, YPR107C, YKL059C, YJR093C, YDR301W, YDR195W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	59	4970	15.9760374050263	2.422665891232967E-7	7.125488754589071E-9	9.63112689600365E-7
GOTERM_BP_ALL	GO:0043241~protein complex disassembly	11	18.96551724137931	7.063166596651813E-10	YLR115W, YPR107C, YKL059C, YJR093C, YDR301W, YDR195W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	59	4970	15.9760374050263	2.422665891232967E-7	7.125488754589071E-9	9.63112689600365E-7
GOTERM_BP_ALL	GO:0006350~transcription	24	41.37931034482759	1.2715142677543498E-8	YOL148C, YLR115W, YPR107C, YDR301W, YJR093C, YLR055C, YNL317W, YGR156W, YAL043C, YDR448W, YKL059C, YDR176W, YHR099W, YGR252W, YKR002W, YDR392W, YDR195W, YPL047W, YBR081C, YER133W, YPL254W, YGL066W, YLR277C, YCL010C	58	559	4970	3.6789834063290354	4.361284469012183E-6	1.0903234359815883E-7	1.7337994218102892E-5
GOTERM_BP_ALL	GO:0006396~RNA processing	23	39.6551724137931	1.526385918085327E-8	YOL148C, YLR115W, YPR107C, YMR061W, YDR301W, YJR093C, YNL317W, YGR156W, YER112W, YAL043C, YKL059C, YBL026W, YNL147W, YLR438C-A, YKR002W, YJR022W, YDR195W, YER146W, YER133W, YDR378C, YOL149W, YJL124C, YLR277C	58	515	4970	3.8269166387679947	5.235490032284851E-6	1.2769520496558329E-7	2.0813348600157155E-5
GOTERM_BP_ALL	GO:0034623~cellular macromolecular complex disassembly	11	18.96551724137931	2.2186600445563183E-8	YLR115W, YPR107C, YKL059C, YJR093C, YDR301W, YDR195W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	83	4970	11.35646032405484	7.609975081313003E-6	1.6911118649876045E-7	3.025299327719111E-5
GOTERM_BP_ALL	GO:0032984~macromolecular complex disassembly	11	18.96551724137931	2.2186600445563183E-8	YLR115W, YPR107C, YKL059C, YJR093C, YDR301W, YDR195W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	83	4970	11.35646032405484	7.609975081313003E-6	1.6911118649876045E-7	3.025299327719111E-5
GOTERM_BP_ALL	GO:0022411~cellular component disassembly	11	18.96551724137931	3.524177500826914E-8	YLR115W, YPR107C, YKL059C, YJR093C, YDR301W, YDR195W, YER133W, YNL317W, YGR156W, YAL043C, YLR277C	58	87	4970	10.834324217201743	1.2087855997711117E-5	2.4175855195540663E-7	4.8054639933958754E-5
GOTERM_BP_ALL	GO:0006369~termination of RNA polymerase II transcription	7	12.068965517241379	5.954957591652277E-8	YLR115W, YDR301W, YDR195W, YER133W, YGR156W, YAL043C, YLR277C	58	20	4970	29.991379310344826	2.0425296555326433E-5	3.9279809893599804E-7	8.12000242933486E-5
GOTERM_MF_ALL	GO:0003723~RNA binding	22	37.93103448275862	6.115733920946371E-8	YLR115W, YPR107C, YMR061W, YDR301W, YJR093C, YNL317W, YGR156W, YER112W, YAL043C, YKL059C, YBL026W, YNL147W, YLR438C-A, YKR002W, YJR022W, YDR195W, YER146W, YER133W, YDR378C, YOL149W, YJL124C, YLR277C	58	504	4955	3.729132457580733	5.442988541437543E-6	1.3607499128598377E-6	6.638812500847635E-5
GOTERM_CC_ALL	GO:0044422~organelle part	45	77.58620689655173	1.7709123345946705E-7	YBL084C, YOL148C, YNL172W, YMR061W, YPR107C, YJR093C, YLR127C, YGR156W, YNL317W, YAL043C, YCR077C, YDR448W, YKL059C, YDR176W, YKR002W, YGR252W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YHR166C, YDR118W, YKL022C, YGL240W, YLR115W, YOR249C, YDR301W, YDL008W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YLR102C, YER133W, YGL066W, YDR378C, YJL124C, YFR036W, YCL010C, YLR277C	58	2433	5615	1.7905735788086228	1.6823527150822137E-5	6.230986454580645E-7	1.946593618851189E-4
GOTERM_CC_ALL	GO:0044446~intracellular organelle part	45	77.58620689655173	1.7709123345946705E-7	YBL084C, YOL148C, YNL172W, YMR061W, YPR107C, YJR093C, YLR127C, YGR156W, YNL317W, YAL043C, YCR077C, YDR448W, YKL059C, YDR176W, YKR002W, YGR252W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YHR166C, YDR118W, YKL022C, YGL240W, YLR115W, YOR249C, YDR301W, YDL008W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YLR102C, YER133W, YGL066W, YDR378C, YJL124C, YFR036W, YCL010C, YLR277C	58	2433	5615	1.7905735788086228	1.6823527150822137E-5	6.230986454580645E-7	1.946593618851189E-4
GOTERM_BP_ALL	GO:0016070~RNA metabolic process	27	46.55172413793103	2.1731225772200026E-7	YOL148C, YPR107C, YMR061W, YJR093C, YGR156W, YNL317W, YAL043C, YCR077C, YKL059C, YKR002W, YJR022W, YER146W, YBR081C, YPL254W, YLR115W, YDR301W, YER112W, YBL026W, YNL147W, YLR438C-A, YDR392W, YDR195W, YER133W, YOL149W, YDR378C, YJL124C, YLR277C	58	820	4970	2.821488645920942	7.453533460921591E-5	1.3803344640628268E-6	2.96320212922474E-4
GOTERM_BP_ALL	GO:0006351~transcription, DNA-dependent	14	24.137931034482758	1.1483827949773589E-6	YLR115W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YAL043C, YKL059C, YDR392W, YDR195W, YER133W, YBR081C, YPL254W, YLR277C	58	228	4970	5.261645493042953	3.938179581882695E-4	6.676173050612633E-6	0.0015658897300707686
GOTERM_BP_ALL	GO:0032774~RNA biosynthetic process	14	24.137931034482758	1.2686026231794392E-6	YLR115W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YAL043C, YKL059C, YDR392W, YDR195W, YER133W, YBR081C, YPL254W, YLR277C	58	230	4970	5.215892053973014	4.350363199989715E-4	7.252156632220341E-6	0.0017298154579403757
GOTERM_BP_ALL	GO:0034621~cellular macromolecular complex subunit organization	18	31.03448275862069	3.4736525045385935E-6	YLR115W, YPR107C, YJR093C, YDR301W, YNL317W, YGR156W, YER112W, YCR077C, YAL043C, YDL097C, YKL059C, YDR195W, YHR027C, YER133W, YBR081C, YIL075C, YJL124C, YLR277C	58	431	4970	3.5786862949035925	0.0011907553659573633	1.9216990809645118E-5	0.004736466707211395
GOTERM_BP_ALL	GO:0043933~macromolecular complex subunit organization	19	32.758620689655174	1.0298040025197927E-5	YLR115W, YPR107C, YER021W, YDR301W, YJR093C, YNL317W, YGR156W, YER112W, YCR077C, YAL043C, YDL097C, YKL059C, YDR195W, YHR027C, YER133W, YBR081C, YIL075C, YJL124C, YLR277C	58	519	4970	3.137000863729985	0.0035260148743458952	5.1943443778901255E-5	0.014041191718761059
GOTERM_BP_ALL	GO:0006139~nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	35	60.3448275862069	4.350601586453416E-5	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YCR077C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YOL149W, YDR378C, YJL124C, YCL010C, YLR277C	58	1667	4970	1.7991229340338828	0.014812093576796581	2.131613930469456E-4	0.05930722378530984
GOTERM_BP_ALL	GO:0010467~gene expression	34	58.620689655172406	6.793768265921583E-5	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YOL149W, YDR378C, YJL124C, YCL010C, YLR277C	58	1620	4970	1.798424861643252	0.0230339890548783	3.2816327998785866E-4	0.0925980795419945
GOTERM_BP_ALL	GO:0006366~transcription from RNA polymerase II promoter	10	17.24137931034483	1.1343463275268443E-4	YLR115W, YDR392W, YDR301W, YDR195W, YER133W, YBR081C, YPL254W, YGR156W, YAL043C, YLR277C	58	170	4970	5.040567951318458	0.03816300444434162	5.328755872764379E-4	0.1545653356221588
GOTERM_BP_ALL	GO:0034641~cellular nitrogen compound metabolic process	35	60.3448275862069	7.624989808166834E-4	YOL148C, YMR061W, YPR107C, YJR093C, YGR156W, YNL317W, YAL043C, YCR077C, YDR448W, YKL059C, YDR176W, YGR252W, YKR002W, YJR022W, YER146W, YPL047W, YBR081C, YPL254W, YLR115W, YDR301W, YLR055C, YER112W, YBL026W, YNL147W, YHR099W, YDR392W, YLR438C-A, YDR195W, YER133W, YGL066W, YOL149W, YDR378C, YJL124C, YCL010C, YLR277C	58	1896	4970	1.5818238032882292	0.23020952537565487	0.003109879419321504	1.0347273168235693
