Annotation Cluster 1	Enrichment Score: 22.71931167461388
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00100:Steroid biosynthesis	13	39.39393939393939	2.7140030068941736E-20	YML008C, YGL001C, YHR190W, YGL012W, YMR015C, YHR072W, YLR100W, YMR202W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	27	15	1439	46.190123456790126	5.428006013788347E-20	2.7140030068941736E-20	6.1269420522054454E-18
GOTERM_BP_ALL	GO:0016125~sterol metabolic process	14	42.42424242424242	1.7444241774707676E-19	YML008C, YGL001C, YHR190W, YGL012W, YMR015C, YJL167W, YHR072W, YLR100W, YMR202W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	46	4970	45.83662714097497	2.6515247497555668E-17	2.9461386108395187E-18	2.0879043517116808E-16
GOTERM_BP_ALL	GO:0008202~steroid metabolic process	14	42.42424242424242	4.449381938826817E-19	YML008C, YGL001C, YHR190W, YGL012W, YMR015C, YJL167W, YHR072W, YLR100W, YMR202W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	49	4970	43.03030303030303	6.763060547016762E-17	6.763060547016762E-18	5.325473031435064E-16
GOTERM_BP_ALL	GO:0006066~alcohol metabolic process	14	42.42424242424242	1.0064147385758788E-9	YML008C, YGL001C, YHR190W, YGL012W, YMR015C, YJL167W, YHR072W, YLR100W, YMR202W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	243	4970	8.676892380596085	1.5297502720112988E-7	1.1767310570398593E-8	1.204579547220419E-6
GOTERM_BP_ALL	GO:0043094~cellular metabolic compound salvage	8	24.242424242424242	1.0975613018567213E-7	YML008C, YLR100W, YMR202W, YMR015C, YLR056W, YHR007C, YHR072W, YNL280C	33	64	4970	18.825757575757578	1.668279354416491E-5	1.191637340247631E-6	1.3136722527562483E-4
GOTERM_MF_ALL	GO:0016491~oxidoreductase activity	13	39.39393939393939	4.1936028835085423E-7	YDR297W, YGL001C, YHR190W, YGL012W, YMR015C, YMR272C, YLR100W, YBR265W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	330	4955	5.91505968778696	4.696725915109834E-5	2.3483905322474463E-5	4.7537679207509953E-4
GOTERM_BP_ALL	GO:0055114~oxidation reduction	13	39.39393939393939	8.433850192248534E-7	YDR297W, YGL001C, YHR190W, YGL012W, YMR015C, YMR272C, YLR100W, YBR265W, YLR056W, YGR060W, YGR175C, YHR007C, YNL280C	33	353	4970	5.546398832517812	1.2818636041356246E-4	8.012128964396403E-6	0.0010094443366970296
GOTERM_MF_ALL	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	15.151515151515152	2.266605317958767E-5	YMR015C, YLR056W, YGR060W, YHR007C, YGR175C	33	27	4955	27.805836139169475	0.0025354071387372334	8.458509750591814E-4	0.025690741966033492
GOTERM_MF_ALL	GO:0004497~monooxygenase activity	4	12.121212121212121	2.8481948520042323E-5	YMR015C, YGR060W, YHR007C, YGR175C	33	10	4955	60.06060606060606	0.0031849409441162546	7.971879925533498E-4	0.03228177365740548

Annotation Cluster 3	Enrichment Score: 11.92210354223457
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0046467~membrane lipid biosynthetic process	12	36.36363636363637	1.8421384256559673E-20	YHL003C, YDR072C, YBR036C, YMR298W, YMR296C, YKL004W, YKL008C, YBR265W, YKR053C, YJL134W, YPL057C, YDR062W	33	20	4970	90.36363636363636	2.8000504069970704E-18	3.500063008746338E-19	2.204858706417953E-17
GOTERM_BP_ALL	GO:0030148~sphingolipid biosynthetic process	12	36.36363636363637	1.8421384256559673E-20	YHL003C, YDR072C, YBR036C, YMR298W, YMR296C, YKL004W, YKL008C, YBR265W, YKR053C, YJL134W, YPL057C, YDR062W	33	20	4970	90.36363636363636	2.8000504069970704E-18	3.500063008746338E-19	2.204858706417953E-17
GOTERM_CC_ALL	GO:0016020~membrane	30	90.9090909090909	4.289070156428591E-10	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	2092	5615	2.44003128802364	2.4447699864538208E-8	1.2223850043291407E-8	4.251413998623832E-7
GOTERM_CC_ALL	GO:0044425~membrane part	29	87.87878787878788	7.908105373583768E-10	YDR297W, YBR183W, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	1943	5615	2.539574853007689	4.5076199106652837E-8	1.5025399924262217E-8	7.838675375460014E-7
GOTERM_CC_ALL	GO:0016021~integral to membrane	24	72.72727272727273	1.0010775295175943E-7	YPL087W, YDR297W, YBR183W, YHR190W, YMR296C, YGL012W, YKL004W, YPL057C, YMR272C, YHL003C, YDR072C, YMR202W, YMR298W, YBR036C, YKL008C, YBR265W, YLR056W, YJL134W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C, YNL280C	33	1488	5615	2.744379276637341	5.706125925208916E-6	9.510232487075498E-7	9.922880485069285E-5
GOTERM_CC_ALL	GO:0031224~intrinsic to membrane	24	72.72727272727273	2.5458388661419075E-7	YPL087W, YDR297W, YBR183W, YHR190W, YMR296C, YGL012W, YKL004W, YPL057C, YMR272C, YHL003C, YDR072C, YMR202W, YMR298W, YBR036C, YKL008C, YBR265W, YLR056W, YJL134W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C, YNL280C	33	1559	5615	2.6193947168931135	1.4511178097365018E-5	1.8139087780699725E-6	2.5234846117161425E-4

Annotation Cluster 4	Enrichment Score: 8.248189312539145
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0046467~membrane lipid biosynthetic process	12	36.36363636363637	1.8421384256559673E-20	YHL003C, YDR072C, YBR036C, YMR298W, YMR296C, YKL004W, YKL008C, YBR265W, YKR053C, YJL134W, YPL057C, YDR062W	33	20	4970	90.36363636363636	2.8000504069970704E-18	3.500063008746338E-19	2.204858706417953E-17
GOTERM_BP_ALL	GO:0030148~sphingolipid biosynthetic process	12	36.36363636363637	1.8421384256559673E-20	YHL003C, YDR072C, YBR036C, YMR298W, YMR296C, YKL004W, YKL008C, YBR265W, YKR053C, YJL134W, YPL057C, YDR062W	33	20	4970	90.36363636363636	2.8000504069970704E-18	3.500063008746338E-19	2.204858706417953E-17
GOTERM_MF_ALL	GO:0016740~transferase activity	14	42.42424242424242	7.015630477352468E-4	YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YJL167W, YHR072W, YOR171C, YHL003C, YDR072C, YMR298W, YLR260W, YKL008C, YDR062W	33	790	4955	2.6609129267357114	0.07559282324695271	0.015597604872744197	0.7923997416436235
GOTERM_MF_ALL	GO:0016747~transferase activity, transferring acyl groups other than amino-acyl groups	5	15.151515151515152	0.00448725719979422	YHL003C, YMR298W, YMR296C, YKL008C, YDR062W	33	106	4955	7.082618639222413	0.3957116399498436	0.06942972563742955	4.970332419195522
GOTERM_MF_ALL	GO:0008415~acyltransferase activity	5	15.151515151515152	0.00448725719979422	YHL003C, YMR298W, YMR296C, YKL008C, YDR062W	33	106	4955	7.082618639222413	0.3957116399498436	0.06942972563742955	4.970332419195522
GOTERM_MF_ALL	GO:0016746~transferase activity, transferring acyl groups	5	15.151515151515152	0.006763803297804538	YHL003C, YMR298W, YMR296C, YKL008C, YDR062W	33	119	4955	6.3088871912401325	0.5323894682141863	0.09064065220890871	7.404857110990837

Annotation Cluster 5	Enrichment Score: 8.178164933486137
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0046519~sphingoid metabolic process	10	30.303030303030305	2.697158833063651E-17	YPL087W, YBR183W, YHL003C, YMR272C, YDR072C, YMR298W, YKL004W, YKL008C, YBR265W, YPL057C	33	15	4970	100.40404040404042	4.0996814262567494E-15	3.726983114778863E-16	3.228234128797818E-14
GOTERM_BP_ALL	GO:0006672~ceramide metabolic process	9	27.27272727272727	1.4391592285235287E-15	YPL087W, YBR183W, YHL003C, YMR272C, YDR072C, YMR298W, YKL004W, YKL008C, YPL057C	33	13	4970	104.26573426573425	2.1938006966593093E-13	1.8318679906315083E-14	1.7319479184152442E-12
GOTERM_BP_ALL	GO:0006673~inositolphosphoceramide metabolic process	4	12.121212121212121	8.342032653418207E-6	YMR272C, YDR072C, YKL004W, YPL057C	33	7	4970	86.06060606060606	0.0012671906871162264	7.044164399050423E-5	0.00998413668403808
GOTERM_BP_ALL	GO:0006644~phospholipid metabolic process	5	15.151515151515152	0.005932900353283001	YMR272C, YDR072C, YKL004W, YPL057C, YJL167W	33	115	4970	6.5480895915678525	0.5952503815998169	0.0369856277923466	6.874531241187542
GOTERM_BP_ALL	GO:0019637~organophosphate metabolic process	5	15.151515151515152	0.006693003060999494	YMR272C, YDR072C, YKL004W, YPL057C, YJL167W	33	119	4970	6.327985739750446	0.6396776570011464	0.040007925264010535	7.723248580443154

Annotation Cluster 6	Enrichment Score: 6.49457520546722
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0006629~lipid metabolic process	33	100.0	2.3658682946744385E-41	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	282	4970	17.624113475177307	3.5961198079051466E-39	3.5961198079051466E-39	2.831711903460035E-38
GOTERM_CC_ALL	GO:0005783~endoplasmic reticulum	29	87.87878787878788	1.5488527409901969E-27	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YHR072W, YHL003C, YLR100W, YMR202W, YKL008C, YBR265W, YDR294C, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YBR036C, YMR298W, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	443	5615	11.138586770640947	8.828460623644123E-26	8.828460623644123E-26	1.5352544669343411E-24
GOTERM_CC_ALL	GO:0016020~membrane	30	90.9090909090909	4.289070156428591E-10	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	2092	5615	2.44003128802364	2.4447699864538208E-8	1.2223850043291407E-8	4.251413998623832E-7
GOTERM_MF_ALL	GO:0003824~catalytic activity	32	96.96969696969697	8.096517130343751E-10	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	2307	4955	2.082725827849365	9.0680983944047E-8	9.0680983944047E-8	9.178037663204464E-7
GOTERM_CC_ALL	GO:0044444~cytoplasmic part	31	93.93939393939394	2.00631188306499E-8	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	2640	5615	1.9979912764003673	1.1435971309925463E-6	2.8589940537226965E-7	1.9886971325266956E-5
GOTERM_BP_ALL	GO:0044238~primary metabolic process	33	100.0	4.961208480696539E-6	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	3398	4970	1.4626250735726898	7.538212935682687E-4	4.435816671832793E-5	0.0059379175441520715
GOTERM_BP_ALL	GO:0008152~metabolic process	33	100.0	7.332086202773638E-5	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	3695	4970	1.345060893098782	0.011083302197584466	5.571037410664337E-4	0.08772258673362954
GOTERM_CC_ALL	GO:0005737~cytoplasm	31	93.93939393939394	5.022402540446691E-4	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	3809	5615	1.3847983643205486	0.028228792907816214	0.0023833956813107404	0.4967181087361827
GOTERM_CC_ALL	GO:0043227~membrane-bounded organelle	31	93.93939393939394	5.234696231874236E-4	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	3815	5615	1.3826204376663092	0.029404599487637628	0.002293180544935658	0.5176651074133787
GOTERM_CC_ALL	GO:0043231~intracellular membrane-bounded organelle	31	93.93939393939394	5.234696231874236E-4	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	3815	5615	1.3826204376663092	0.029404599487637628	0.002293180544935658	0.5176651074133787
GOTERM_BP_ALL	GO:0044237~cellular metabolic process	31	93.93939393939394	0.0017308031436281074	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W	33	3536	4970	1.3203585630056218	0.2314963853643034	0.011382979428435913	2.052049083795937
GOTERM_CC_ALL	GO:0043229~intracellular organelle	31	93.93939393939394	0.0031660932375927736	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	4090	5615	1.289656960806105	0.16535901707581036	0.01197792708562917	3.094387530165643
GOTERM_CC_ALL	GO:0043226~organelle	31	93.93939393939394	0.0031660932375927736	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	4090	5615	1.289656960806105	0.16535901707581036	0.01197792708562917	3.094387530165643
GOTERM_CC_ALL	GO:0005622~intracellular	32	96.96969696969697	0.058285488598439086	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	4860	5615	1.1203391944132686	0.9673864573175761	0.13828207016787053	44.858013659660514
GOTERM_CC_ALL	GO:0044424~intracellular part	31	93.93939393939394	0.1524831400461825	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YHR072W, YHL003C, YLR100W, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	4826	5615	1.0929749211970514	0.9999197480206894	0.32492453689419154	80.60044635398103
GOTERM_MF_ALL	GO:0005488~binding	30	90.9090909090909	0.37306172585883823	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YLR260W, YKL008C, YBR265W, YDR294C, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YGR060W, YHR007C, YDR062W, YGR175C	33	4300	4955	1.047568710359408	1.0	0.9913825331955721	99.49721342537661
GOTERM_BP_ALL	GO:0009987~cellular process	31	93.93939393939394	0.6219933881142269	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W	33	4629	4970	1.0085953507858887	1.0	0.9886776490178809	99.99912283180001
GOTERM_CC_ALL	GO:0044464~cell part	33	100.0	0.9336521632999883	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	5603	5615	1.0021417097983223	1.0	0.9942260787346515	99.99999999979025
GOTERM_CC_ALL	GO:0005623~cell	33	100.0	0.9390141283355719	YDR297W, YBR183W, YML008C, YHR190W, YMR296C, YKL004W, YPL057C, YHR072W, YHL003C, YLR100W, YDR072C, YMR202W, YLR260W, YKL008C, YDR294C, YBR265W, YJL134W, YNL280C, YPL087W, YGL001C, YGL012W, YMR015C, YJL167W, YOR171C, YMR272C, YMR298W, YBR036C, YLR056W, YKR053C, YGR060W, YHR007C, YDR062W, YGR175C	33	5604	5615	1.0019628836545325	1.0	0.9941603174451312	99.99999999990902

Annotation Cluster 7	Enrichment Score: 4.220442631519072
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00600:Sphingolipid metabolism	13	39.39393939393939	7.908879515729111E-22	YPL087W, YBR183W, YDR297W, YMR296C, YOR171C, YHL003C, YLR260W, YKL008C, YBR265W, YDR294C, YJL134W, YKR053C, YDR062W	27	13	1439	53.29629629629629	1.5817759031458222E-21	1.5817759031458222E-21	1.7854529404593402E-19
GOTERM_BP_ALL	GO:0044267~cellular protein metabolic process	4	12.121212121212121	0.9994692490977075	YPL087W, YDR297W, YHL003C, YBR265W	33	1591	4970	0.3786450298078205	1.0	0.9999999999999206	100.0
GOTERM_BP_ALL	GO:0019538~protein metabolic process	4	12.121212121212121	0.9997754090993072	YPL087W, YDR297W, YHL003C, YBR265W	33	1699	4970	0.35457577541156116	1.0	0.999999999999994	100.0
GOTERM_BP_ALL	GO:0044260~cellular macromolecule metabolic process	4	12.121212121212121	0.9999999929112674	YPL087W, YDR297W, YHL003C, YBR265W	33	2716	4970	0.2218056857232115	1.0	1.0	100.0
GOTERM_BP_ALL	GO:0043170~macromolecule metabolic process	4	12.121212121212121	0.9999999974185433	YPL087W, YDR297W, YHL003C, YBR265W	33	2794	4970	0.21561354417474676	1.0	1.0	100.0

Annotation Cluster 8	Enrichment Score: 4.0875078715954825
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0044432~endoplasmic reticulum part	11	33.33333333333333	4.7405781642292525E-8	YPL087W, YDR297W, YBR183W, YLR100W, YGL001C, YBR036C, YMR298W, YMR296C, YGR060W, YDR062W, YOR171C	33	188	5615	9.955673758865249	2.7021259664250508E-6	5.40425777351139E-7	4.6989568935895676E-5
GOTERM_CC_ALL	GO:0005789~endoplasmic reticulum membrane	10	30.303030303030305	1.957534911874922E-7	YPL087W, YDR297W, YBR183W, YLR100W, YGL001C, YBR036C, YMR298W, YMR296C, YGR060W, YDR062W	33	164	5615	10.37509238728751	1.1157887840451686E-5	1.5939915996021625E-6	1.9403468881629138E-4
GOTERM_CC_ALL	GO:0042175~nuclear envelope-endoplasmic reticulum network	10	30.303030303030305	2.946822455609267E-7	YPL087W, YDR297W, YBR183W, YLR100W, YGL001C, YBR036C, YMR298W, YMR296C, YGR060W, YDR062W	33	172	5615	9.892529950669486	1.6796749407355094E-5	1.8663194222279245E-6	2.920946761686416E-4
